path,label,features_pca_array
s3://p8-data-bastien/Test/Cherry 2/r_119_100.jpg,Cherry 2,"[ 9.35002400e+00  1.20291225e+01  6.33690147e+00  9.61511231e-01
 -1.41948284e+00  7.18190493e-03  6.04388839e-02 -1.00958104e+00
 -4.06605569e+00  2.51805891e-01 -1.48153230e+00 -4.65355718e-01
  7.14531092e-01  5.60423190e+00  3.62131465e+00 -4.69299172e-01
  2.38244651e+00  7.60942292e-01  4.78541934e+00 -6.50922507e-01
 -4.98348310e-01 -2.93828044e+00  1.83924556e+00 -4.58539207e+00
 -1.29207875e+00  3.34062698e+00  5.60072997e-02  1.34337860e+00
  7.06360941e-01 -1.17016251e+00 -6.98998278e-01  6.52879898e-01
  5.82204028e-01 -9.35359899e-01 -9.16190029e-01 -8.51643847e-01
  1.34983009e+00 -1.59459871e-01  3.29650392e-01  2.21230376e+00
  1.38551231e+00 -9.25699119e-01  5.20122337e+00  2.26241288e+00
  2.27092985e+00  5.82395342e-01  2.29292585e+00  8.42510522e-01
 -1.21818983e+00 -4.99750513e-01 -7.39792471e-01  1.20196735e+00
  4.33641254e-01  9.11536860e-01  9.07853160e-01 -8.93719976e-01
 -6.17617188e-01 -1.64587735e-02  1.24342858e+00 -2.86335482e+00
  2.32837900e+00  5.75282220e-02 -5.71439889e-01  7.28659797e-01
 -2.88687837e-01 -1.24524559e-01 -1.18537539e+00  6.49308038e-02
 -8.49852975e-01 -1.10065130e+00 -5.59012445e-01  1.18042653e+00
  6.40560791e-01 -3.04855599e-01 -1.34988254e+00 -8.93724635e-02
 -1.66990763e-01 -2.65808782e+00  4.82006418e+00 -1.58048344e+00
 -1.09733868e+00  9.73548348e-01  1.23281846e+00 -1.65807788e+00
  7.78677795e-01 -3.22188277e-01  8.14279712e-01  6.12971187e-01
  2.22232698e+00  9.54396299e-01  1.26761477e+00  1.26925729e+00
 -1.35005355e+00 -6.17829825e-02 -1.64460615e-01  4.81775806e-01
 -5.05764933e-02 -4.99085421e-01  2.84154086e-01  8.89996274e-01
 -1.21328537e+00  1.93639057e-01  3.67302168e-01 -1.81174242e+00
 -2.83497115e-01  7.08129112e-01  6.06158164e-01  2.19980979e-01
 -9.19167085e-01 -1.01077898e-01 -2.04182063e-01  4.00220572e-01
 -6.84218006e-01 -4.51111441e-01  7.55919496e-01 -6.21392931e-02
  9.57055121e-01 -4.62503840e-01  1.36395859e+00  2.40430261e-01
  1.08479734e+00  6.69169075e-01  1.58116797e+00 -1.29095281e+00
  6.67085891e-01 -1.03203358e-01]"
s3://p8-data-bastien/Test/Grape White 3/153_100.jpg,Grape White 3,"[ 1.81425867 -4.4755702  -8.78414799 -3.78797545  9.71405118 -0.42841256
  8.78568839 -0.78883609  8.61366877  9.73530078 -0.5138704  -2.22138497
  0.48040903  5.8105184   2.49506071  1.84328383 -4.52301097 -0.56265879
 -1.26236253  3.0786411   0.35933795  1.59770094 -2.91799743 -1.92727218
  1.97468939 -0.26427004  1.24198787 -0.25985095  1.01084027  0.66399067
  2.14151036  3.32593619 -1.22875085  2.37148302  2.53694235  3.90072815
  2.59820354 -1.85769179  1.01979991  2.51272837  0.59818288 -3.10607838
 -1.86871151  0.54538344  1.19413379 -0.70461871  3.14663264 -3.03182181
  0.16783166  2.44505147 -0.87349187 -3.50681983 -0.08003236  0.1751653
 -0.11829506  0.30141292 -0.01875005 -1.67814631  1.39071579 -1.26686403
  0.89621625 -1.15461517 -0.97158859  3.39004663 -1.36430546 -1.92850693
  2.66644859 -2.22457867 -2.35187564 -0.44497772 -1.92444803 -2.02159225
 -0.38822385  1.88181301  0.65496933 -1.66447749  0.92379186  0.51808814
 -0.44323947 -0.08416206  0.09335988 -1.15288177  0.37838872  0.3023099
 -0.26241538 -0.68323571  0.21444748  0.5497079  -0.93314164 -1.43021361
 -1.83637483  0.45506865 -1.4733269   1.07476378  0.76861984  2.30060082
 -0.75143161  1.82620609  1.26274466 -0.25921507  0.86810749  0.92931251
  0.40501879 -0.95245994 -0.33966098  1.91763402 -1.00327309  1.13110736
  1.07379299  0.46752239  0.47022179  0.05226374 -0.45587167 -1.31689836
 -1.52356332 -1.03833242  0.21062083  0.21644087  0.88407542 -0.75213821
  0.69926169 -0.25277997  0.02049629 -0.40480129  0.29692337  0.87376678]"
s3://p8-data-bastien/Test/Banana Red/r_137_100.jpg,Banana Red,"[-4.13953651e+01  1.57635201e+01 -2.02339223e+01  2.33248033e+01
 -7.53530900e-02 -4.69947126e+00 -3.43485572e+00 -1.95920505e+01
 -1.62382129e+00  3.97669363e+00  2.15521011e+01  1.14084312e+01
  2.45179580e+00  1.13924277e+00  1.49297881e+00 -8.78272747e+00
  5.00494068e+00  1.58287658e+00  6.34504798e-01  3.45227911e+00
  2.89019199e+00  8.73638441e-01 -3.33362773e-01  1.18506308e+00
  1.40055747e+01 -3.63659423e+00  1.44198406e+01  1.44099517e+01
 -1.53779150e+01  5.63747918e+00  3.34470107e+00  1.13205925e+00
 -4.52249955e-01  5.38115826e-02  9.96447392e-01 -3.12434607e+00
  2.74817644e+00  2.36346407e+00  1.42869202e+00  5.62367328e+00
 -8.31538495e+00  6.32253654e-01 -6.57998306e+00  8.32315317e-02
  3.46796991e+00  1.26534595e+01 -7.64203939e-01  5.65382751e+00
 -1.39707985e+00  4.45320334e+00 -5.00756005e+00  1.15861217e+00
  3.79659305e+00  2.82986825e+00  2.12107749e+00 -1.07726579e+00
  2.08403754e+00 -5.50412047e-02  3.54408217e+00  2.71762551e+00
  1.86908152e+00 -4.38781246e-01  5.00071044e-01 -4.47258275e-01
 -2.58559134e+00  5.17468286e-01 -8.51743247e-01 -2.88808032e-02
 -2.16369900e-01  2.43493637e-01  6.30546676e-01  4.67049107e-01
 -1.14997959e+00 -8.52253350e-02  6.71154036e-01  2.07351076e-01
 -3.83239636e-01 -1.18002557e+00  1.07481671e+00  7.54987183e-01
  8.56415361e-01  7.80139217e-01  1.79878310e-01  1.12479913e+00
 -4.64914313e-01 -4.64745457e-01  1.28802126e+00 -2.85355498e-02
  4.39758356e-01 -1.33348949e-01  7.65611126e-02 -6.73321832e-01
 -5.87786478e-01 -6.48142291e-01  1.82222492e-01 -6.70418518e-01
 -7.57379796e-01  4.75342462e-01 -9.30415804e-01  4.26792875e-01
 -3.15210868e-01  6.13639337e-01  6.13400425e-01  6.01207223e-01
  7.28714382e-01 -1.39045447e-01  1.68898014e-01 -3.24164771e-01
  3.26677800e-01  2.42129781e-01  1.16752495e-01  2.02505973e-01
 -1.70649886e-01  2.46987063e-02  2.17945849e-01  3.32733386e-01
  1.25634997e-01 -7.25018211e-02  3.13967750e-02  4.35630339e-01
  2.22169128e-01 -1.60325156e-01 -2.12686312e-01 -3.67354160e-01
 -3.47784293e-01 -3.77680022e-01]"
s3://p8-data-bastien/Test/Apple Red 3/r_64_100.jpg,Apple Red 3,"[  5.37337861  -3.34432442  -0.1834192    1.58283387 -12.07928418
   2.32055034  -2.73648024   5.86845492   0.98102413   5.99476442
   5.47924077  -1.0179777   -3.33263155  -6.82254754   1.43619887
   0.32248755  -2.55353544   4.51472443   3.57821059  -2.1190195
  -5.73961353   1.81786244   0.72744823  -2.78336544  -0.81806267
   0.09943375  -1.53999483   3.8474626   -1.46981678   1.3868927
  -2.07799587  -1.16265278   0.49354716   2.15837534   0.27756193
   2.65068345   1.17896318   0.65753538  -1.59422223  -0.9708344
  -0.82721272   1.1694905    0.81571503  -1.08177166  -0.94921476
  -0.57502236   0.88841154   0.78253624   1.35025493   0.8241263
   1.02824858  -0.21228025   0.83481727   0.83663608  -0.22845465
   2.07742942   0.51638774  -1.16950027   0.98305801   0.20806436
  -0.30889     -1.3417997    0.35955313   0.07726171   0.33285946
  -1.56383386  -0.23063785   0.04168557   0.01648841   0.80821923
  -0.72762308   0.26254388   1.89683694   0.34156001  -1.28305989
   1.70529553   0.83089482   0.52975905   0.37693434   1.06337511
   1.01245564  -0.25339467  -1.50351888  -0.07682935  -0.66426985
   0.84362425  -0.18130523  -0.34565359   0.21455354  -1.67453927
  -0.94661296  -0.21673248  -1.12614812  -0.52394521  -0.09309483
   0.47565957  -0.70906787  -0.63049486   0.21674474   0.91474005
  -0.4509221   -0.43303823   0.73861984   1.15403956  -0.22223937
  -0.64407456  -1.46684287   0.61624788   0.13741616  -0.32416213
   0.270499     0.06927774   0.4250492    1.41991099   0.48445466
  -0.13394127   1.32837808  -0.42680265   0.59848227  -1.55380683
  -0.17347186   0.08330743   1.44626773   2.02809713   0.41926996
  -0.76127128]"
s3://p8-data-bastien/Test/Cherry Rainier/r2_301_100.jpg,Cherry Rainier,"[ 7.58963977  8.87564439  7.07915287  0.45668137  0.59642731  1.94035446
  9.43620374 -1.88061927 -8.91916631  2.89538133 -3.79375832  3.32870121
 -3.43410447  2.0900829  -2.49650161 -0.99180889 -2.48144808 -2.45824718
  1.00677889  2.73908957 -0.91521579  5.24094603 -2.14018054 -0.80372802
  1.13846267 -4.76816067  1.52764936 -3.19102932 -1.47610775 -0.87242781
 -1.3696123  -0.62474254  1.76699547  2.03938607  0.43310417  0.42132065
 -1.5609613   0.54416716 -2.84570877  0.93927919  3.47907719  2.11086301
 -1.14558835 -2.10364022 -1.93238708  3.01045789  0.17681504  0.22103851
  1.20279897  0.17255075  2.91157368 -0.99790701 -3.97174123  0.3850845
 -1.9884341   1.50548312  2.07803199 -0.29225716 -1.0285899   0.11199044
 -0.93312189 -0.45856907 -1.96081672  0.56515046 -1.19217708 -4.17281966
 -3.15139213 -2.77044047 -5.36453013  1.93274928 -1.18515303 -0.37682193
 -2.42412147 -2.73083452  0.35727511  3.28351454  0.73522052  1.85350769
  0.95531943  1.6754162   1.78182384  1.17793115 -1.72487965  2.75259505
  0.0908589   0.58790604 -1.53758672 -2.20260593 -2.58487111 -1.58544699
 -1.55410002  1.27603841  2.13985418 -0.75014593 -1.29685927  0.20290984
 -3.16208032  0.76566255 -0.90091514 -1.34447263 -1.42357082 -0.75813621
 -1.03703023  0.81927294  0.55309711 -1.50086012  3.34540642 -0.55136126
  1.50218893  0.19401291  0.87633973  0.57001774  1.42137798 -2.54629246
 -0.63271    -0.67650014 -1.50097666  0.41036722  0.11291962 -0.04125967
 -1.95305634  0.87210864 -0.03893927 -0.31277554  0.09770082 -3.68633048]"
s3://p8-data-bastien/Test/Mango/r_323_100.jpg,Mango,"[ 5.16133681 -5.31999056 -9.08469818 -7.24817329 -8.23662133  0.52597518
 -7.96098806  1.04582314 -4.26443268 -1.222766   -0.92524317 -0.33496608
  5.77427651 -0.11198867 -5.62671742 -0.89880689 -4.01532398 -0.47109072
  2.77119965  2.40807549  2.19242837  2.72617937 -1.45752169  0.64630415
  0.59079589 -0.83327866  1.46865009 -3.94619635 -3.56986667  2.78897303
 -1.36649376  0.54052642 -0.13445781  2.30181189 -3.83125368  2.18402681
 -0.42909009  6.4904897  -2.40548587  0.83542737  5.3025726  -3.40269695
 -3.00855215  0.92223056  5.1334401   0.79906853  2.27883319 -0.31263462
 -2.40777314 -0.54257841 -0.03133401 -2.6916645  -0.48715352 -1.53801968
  2.66174663  0.60797883  2.93935433  1.8454198  -3.02928002 -1.05066224
  1.89844513  3.301177   -1.76162085  1.92559957 -4.00907059 -2.30550844
 -0.18143882 -1.64233034  1.03436498 -0.93816088 -0.08786559  2.82788634
  0.6125627   1.64569733  0.22408243 -0.9373      1.14783617  3.35669187
 -1.24126777  6.4075558  -0.19218972 -5.95501966  5.31307746  1.16107511
  0.76195167 -0.4044793  -1.37884343 -0.16747067  4.15407017  2.33956633
  3.81173049  0.21716104  5.25148827  1.07197101 -0.40016453  1.16058202
 -2.50280082 -0.33353773 -0.21666276  0.12161404 -0.67064966  2.57792095
  0.8452274   0.1831728   0.67171643  2.99710484  1.60256301 -1.1299323
  0.11550127 -2.50313424  0.64479993  0.61982601 -2.58580192  0.51326598
 -0.1302094   0.2679682   1.16429453 -1.83365758 -1.30745121 -1.29471485
 -0.93032717  0.72852457 -1.42482186 -1.16007573  1.04991211 -0.36555963]"
s3://p8-data-bastien/Test/Cherry Rainier/r_20_100.jpg,Cherry Rainier,"[  5.15758727   4.24675028   2.96786324  -1.89688699   9.20967379
   3.08128015  10.04611564  -3.01828856 -13.91337996   5.42105544
   0.78443358   1.5620758   -3.41753016  -9.57656385  -7.93327243
   1.11302782  -0.72251845  -0.12652922  -0.93691683  -2.55502501
   2.17208283   2.03579984  -2.76641049   2.88699233   1.02411603
   3.94667575   1.89030209  -0.51527176  -0.96229367  -0.0444088
  -1.8076755    2.35802362   1.48826382  -0.09778411   1.19520717
   2.58155498   0.90714541  -3.46034094  -1.82513625  -3.63104325
   1.00029672   1.73775686   1.71987101  -0.25534085  -0.02585797
   1.42594023   2.4154641    3.4815403   -1.26872036   1.31025317
  -2.3538074    3.68134157  -1.28627706  -2.79017287   1.62894127
   5.39635755  -4.46093429   0.85768287  -1.17850831   3.66130684
  -1.12620394   2.56493454   0.19298692  -0.19384403  -0.84864888
  -0.58371858   2.07132251  -1.84602482   0.46250425   0.24295429
   1.42117232  -1.83846044   1.13905842   1.09337987   0.51530811
  -0.31598732  -0.30712836  -0.58281151   0.415311    -1.83269004
   0.13836291  -0.75123798   1.18486646  -0.8023514   -0.85716332
  -0.08404951   0.41130343   0.53464646   1.22975568   0.24468085
   0.37868071   0.05533044   0.11901289   0.6803744   -0.79633241
   0.04439249  -1.12602968   0.25996751   0.23273618  -1.3703485
   0.22993455  -0.98655648  -0.41697103  -0.48058469   0.94210673
   0.41635042  -0.09725968   0.01739927  -0.45503878   0.29176682
   0.09650185   0.44327385   0.53499273  -0.280643    -0.02423946
  -0.72816398  -0.28558277   0.57660109   0.35299044  -0.26267906
   0.39201283  -0.02700918   0.18764281  -0.47158358   0.17126056
   0.33762148]"
s3://p8-data-bastien/Test/Mango/r_226_100.jpg,Mango,"[ 5.57058269e+00 -3.80037212e+00 -8.17666762e+00 -6.49384365e+00
 -4.79936054e+00  9.85168243e-02 -4.72405243e+00 -1.38914989e-01
 -3.96812465e+00 -1.14554154e+00  5.50386498e-01 -2.03358374e+00
  5.33100115e+00 -9.67030993e-01  1.18234431e+00 -3.00498714e-01
 -3.67165140e+00  3.16597927e+00  4.68214385e+00  1.19335376e+00
  7.97030783e-01 -1.76020789e+00 -1.32781594e+00 -1.42874820e+00
 -3.83709081e-01  2.71229724e+00  5.97105629e-01  1.42374197e+00
 -4.74935892e-01  2.08970193e+00 -1.80533091e+00 -1.76022955e+00
  9.66324518e-01 -1.98847803e+00 -4.80433888e+00  3.95549999e-01
 -6.34319299e-01  2.81300317e+00 -1.31927860e+00  6.63825911e-01
  3.55104428e-01  3.90474969e+00 -6.69062794e-01  1.99516869e+00
 -1.70369588e+00 -7.16656197e-01 -1.20948243e+00 -3.01398195e+00
  8.66532158e-01  3.24004200e-02 -4.96639265e-01 -3.35485248e+00
 -6.17126207e-01  4.92845292e-01  1.60038353e+00  2.17821828e-01
  2.05074246e-01 -6.11649942e-01 -8.23144965e-01  1.26242236e+00
  1.53307698e+00  8.01094287e-01  3.79106178e-01  6.04065082e-02
  3.72899721e-01  6.57184882e-01 -5.22926397e-01 -1.51704973e+00
 -2.66826671e-01  2.42418953e-01 -1.27868756e+00 -1.20274941e+00
 -6.45456371e-01  6.17156200e-01  3.45227613e-01 -5.62215840e-01
  6.22849727e-01  1.31780329e-01  6.77646796e-01 -9.63595534e-01
 -5.41907141e-01  7.96376781e-01 -4.80637683e-01  1.93337067e+00
 -8.45311902e-02 -4.59418321e-01 -1.40843574e-01  1.24638230e+00
 -1.55236746e-02  9.11498133e-01 -1.38811412e+00  6.32453875e-01
  3.61807400e-01  1.47545409e-01  7.75087692e-04 -4.06839232e-01
 -1.57869460e+00  9.32692208e-01  2.70589103e-01  1.16546977e+00
  2.11145019e-01 -1.09965351e+00  4.19611164e-01 -7.92831712e-01
  1.80311369e-01 -1.07588578e-01 -1.90288483e+00 -1.65099105e-01
 -3.23058927e-01  2.65996292e-01 -1.30679999e-02  1.70743377e-01
  6.20072837e-01  1.42230571e+00  1.13594951e+00 -4.62433730e-01
 -2.32760333e-01  1.53095036e-01 -1.20764026e+00 -1.22139854e+00
 -1.05111837e+00 -1.14484267e-01  7.75350274e-01 -1.05551066e+00
  8.64912003e-01 -2.74266210e+00]"
s3://p8-data-bastien/Test/Banana Red/309_100.jpg,Banana Red,"[-28.49625845   6.5090455   -0.99724257   2.82677407   6.66991534
  23.4426142    0.85913527  17.57978895  -6.72614158 -15.79397107
  19.25766488 -23.52733608  -7.66492061   7.53893463  -0.37478165
  -8.27899755  -0.80059725  -8.42666988  -6.41491355   2.89732
  -3.77159451   4.99351237   1.05558542  -2.87032075   4.17985765
   3.51020379  -0.77261045  -3.74128949  -3.24881709   4.68510478
  -1.23318953  -1.37891897  -1.80628902   0.09566254   3.19893408
  -0.40809532  -7.88273577   5.08952146  -0.20435939   1.43987206
   2.88356458 -10.21036449   7.03118591  -2.15050617 -11.62443478
   2.91787819  -6.83758251  -8.71887173  -1.98378057   7.0881478
  -3.24868888   4.64716481   1.8677252    2.83399418   6.14890329
   0.31452466  -6.25913089  -1.66710679   0.54863106  -0.282657
   1.3171417   -0.35447478   0.33729598  -1.10377431  -2.14179218
  -1.51609678  -3.62702941  -1.08767268   1.64499927  -0.90064588
   0.35962199  -0.22088099   0.49151851   1.72237737   0.26562412
   1.52351947   0.62257163   0.06758261  -0.39713777  -0.30184172
  -0.14843025  -1.02324651  -0.43876867  -0.43858824  -0.80827364
  -0.37619236  -0.31954875  -1.24487     -0.63772556  -0.17905936
   0.11448618   0.10325361  -0.15611517   0.8476278   -0.15581487
   0.26031706   0.31973612  -0.15653594  -0.09619662  -0.15523032
   0.54777043   0.27866259  -0.5814669    0.04082492  -0.51917998
   0.71601877  -0.33273514  -0.11221046   0.37720237  -0.51173674
  -0.05968086  -0.31258554  -0.16669379  -0.10946009  -0.08755444
  -0.52981086   0.4739886    0.40644003  -0.32412938  -0.26743892
  -0.35465252  -0.03282301  -0.20364223  -0.35354076  -0.37850824
   0.13538837]"
s3://p8-data-bastien/Test/Banana Red/r_129_100.jpg,Banana Red,"[-4.05606775e+01  1.59321595e+01 -1.99699650e+01  2.27082983e+01
 -2.52172399e+00 -8.71297349e+00 -6.13773973e+00 -1.88276907e+01
 -9.47730268e-01  3.99135229e+00  1.13308651e+01 -1.61617380e+00
 -2.27253166e+00 -1.56426685e+00 -1.94602874e+00 -5.67573306e+00
  8.77788786e+00  4.31853001e+00  1.75942643e+00  5.33186365e+00
  6.97038598e+00  6.43977916e+00  8.27553928e-01 -1.71347221e+00
  5.12807450e+00 -2.66994430e+00  8.35394004e+00  6.04706428e+00
 -1.49286485e+01  3.14687178e-01 -1.09090522e+00  1.48151209e+00
 -2.14691391e+00  4.38487934e-02 -3.80890531e+00 -3.59879705e+00
 -2.42814235e+00 -7.63212276e+00  5.00828454e-01 -6.02208271e+00
  8.13661424e+00 -3.48172643e+00  7.04098480e+00  4.78482710e-01
 -9.91825382e+00 -1.09522698e+01  4.28689760e+00  8.65081209e-02
  5.24692452e+00 -6.77388324e+00  2.98493335e+00 -4.50077208e+00
 -4.39912027e+00  1.01697188e+00 -3.31719343e+00  2.52583778e-01
 -8.50210584e-01  1.14628606e+00 -5.04976573e+00 -4.56048464e+00
  7.59393018e-01  2.63604195e+00 -1.38116568e+00  1.18228626e+00
  4.55422721e+00 -1.22905173e+00  1.41238902e+00  1.92893422e+00
  5.22221877e-01 -1.83246575e+00  8.00853624e-01  3.94285265e-01
 -1.37228284e+00 -1.20190144e-01 -1.82901917e-01 -1.53336887e+00
  2.02147829e-01  7.61680289e-01 -9.55827556e-01  9.85566100e-01
  1.83055320e-01  1.60368953e+00  1.28060688e+00  1.35100089e-01
 -1.03856342e+00  5.16866313e-01  1.16875268e+00 -1.26022145e+00
  3.75793531e-01 -8.01120494e-01  2.61570371e-01  6.79268184e-01
 -9.32499288e-01  1.45910284e+00  1.36939859e-01 -4.79921544e-01
  1.02382085e+00  1.62642388e-01  3.39460744e-01 -5.80185195e-02
  1.10497165e-01 -5.19919261e-01  7.03660742e-01  5.25177603e-01
 -1.01404112e+00  6.96554143e-01  5.44496518e-01 -4.62059129e-01
 -1.45842215e-01  6.53978410e-01 -6.13349544e-02  4.33387162e-01
  1.18843914e-01 -3.99166744e-02 -3.70605513e-01 -2.20660249e-01
  2.27847711e-01 -3.49251295e-01  1.19139240e-01 -1.47927571e-01
 -3.33142262e-01  3.49291093e-01  2.64542390e-01  4.56530451e-01
  9.22614214e-02  7.03498814e-01]"
s3://p8-data-bastien/Test/Apple Red 3/r_54_100.jpg,Apple Red 3,"[  2.27191851  -3.51879476   0.53300321  -0.22994172 -14.15350037
   4.5562145   -2.22209488   7.14810339  -0.60516266   7.70320201
   6.85589158  -1.42907874  -4.68153438 -10.70043322   2.86437273
   2.04530288  -3.78666884   4.40222879   4.42653677  -4.24860224
  -4.36480933   1.72948278   2.3162056   -2.25063527  -1.49323205
  -4.05583457  -1.78758961   2.39932133  -1.04947657   1.59081628
   2.24283151  -1.17769608  -2.77605127   2.52994572  -0.28836505
   1.72427544  -2.9594483    0.12108873   1.22954133   3.40077444
   4.02156117  -0.67344517  -0.26161751   2.34596602  -1.04466748
  -0.76772974   1.23277751   1.15600023  -1.43071831   0.76672698
  -0.51145627   1.04328597  -2.14689203  -1.01166288  -0.63201329
   0.58943897   1.71219524   2.54604833   4.43517957   0.80171107
  -0.29806742  -0.79601727   1.3875144    0.40083453   1.13500194
   0.41276699   1.2953698    2.13197004   0.36219614  -2.3621574
  -2.51032967  -0.82042475  -1.16614305   0.96860071   0.83533713
   2.42938741  -0.83874622  -0.33781343   0.22070807  -1.49350577
   0.14539668   1.27013384  -0.61215634   1.60910475   1.72240124
   0.38783552   1.50657591   1.06046519   0.6881889    1.27141188
   0.4602386   -1.61258254   2.16178631   0.71805083  -0.58776589
   0.15924366   2.0027489    1.74097183  -0.38393916  -0.85595543
  -0.09093705  -0.43940526   0.94737948   1.29566152   1.54785792
  -0.53992337   0.23035366  -0.14451151   0.19542318   1.04774443
  -1.26742377   0.28461122  -0.0856972    0.42219436  -1.08629902
  -0.7173896   -0.34578169   0.72645612  -1.06646337   0.38099094
  -1.89071586   0.4327078   -2.10940945  -2.26896004   1.52454694
   1.17284253]"
s3://p8-data-bastien/Test/Apple Red 3/r_99_100.jpg,Apple Red 3,"[  5.65839563  -9.07523995   0.22167308   5.70452833 -11.41813704
   2.92696874  -2.59831957   3.61731733   6.42329894   2.43817567
   1.37735296   0.25445152  -7.33418328  -5.01686211   0.89968763
  -1.22163527  -1.74128866   1.19516755   1.62354208   0.42163694
  -0.81650335   0.5093105   -3.42141497  -5.45345561  -0.66834886
   3.86721075   5.1624255   -3.2053955    2.60312086   1.01917429
  -0.7865008   -5.89498111   0.10654425   2.94300802  -0.27600724
  -2.6901031    2.48432154  -1.33862791  -3.00607539  -3.41417732
  -3.95220708  -1.99905835  -0.31911302  -2.74163022   1.32442724
   0.7613723   -4.63222935  -0.47783655   2.95092885  -1.78727787
  -2.62681998  -2.81967286   2.13193141   0.72949013  -0.71601635
  -1.23013081  -1.90828524  -3.26262361  -2.38557585   0.60477877
  -0.57959741   0.41528949  -2.07488835  -1.63615127  -1.30305969
  -1.26672609  -0.42234659   0.53488019   0.16730152   0.64190225
   1.22045319   0.66314794  -2.64834858  -3.70579393   2.30583109
  -3.51290999   0.346427    -1.90818609  -0.04273028  -2.15458062
  -4.70687428   0.04919201   1.63977719   1.24343847   0.8709584
   0.67105156  -1.44039124   0.41763142   1.45173053   0.08131763
   2.45010799   0.84424351  -0.29675007   1.44470965   1.11031982
   1.18102616   3.05135905  -0.08948104  -1.96280518   2.2410732
  -0.68440262   0.38616771  -0.7109395   -2.36647488   3.85921882
   3.43612949   0.83655091   0.20492004   0.71248308   0.01700294
   0.42272147   2.09118087   1.3474373   -2.11807699  -1.91729163
  -0.70983967  -1.71196615  -0.24188272  -1.74352102   2.12580919
  -0.26421255  -0.56783609  -0.70858672   1.98812683   0.50398781
  -0.62670646]"
s3://p8-data-bastien/Test/Apple Red 2/325_100.jpg,Apple Red 2,"[ 8.45356027e+00 -5.05797626e+00  2.98905636e+00  4.80512419e+00
 -2.82624893e+00  6.66170184e-01  8.85203629e-01 -2.23025556e+00
  7.58905481e-01 -3.60862223e-01  1.92448817e-01 -4.26304073e-01
  2.60850389e+00 -3.90946044e+00  3.53768439e+00  4.00644903e+00
 -1.37747956e+00 -2.67520214e-01 -4.45327321e+00 -8.07195033e-01
  1.87676961e+00 -9.12480685e-02 -2.45003627e+00 -2.39911287e+00
  4.18807604e+00 -9.38527931e-01  2.65805888e-01 -1.51710362e+00
 -1.28749204e-01 -3.16888218e+00  9.84124998e-01  9.90126485e-01
 -8.95545941e-01 -2.90282219e+00  7.97968000e-01 -6.38687559e-01
 -2.29763546e-01  1.86646386e+00 -9.10167073e-01  4.02471674e-01
  2.24935432e+00  1.39233488e+00 -9.82399093e-01 -4.99498520e-01
 -4.69490861e-01  1.46444804e+00 -5.00621022e-01  1.12224510e+00
  5.61457780e-01 -1.13351689e-01  9.66176268e-01  2.45963532e-01
 -1.93685637e-01 -8.41548466e-01  1.83681846e-01  4.08003420e-01
 -4.32130851e-02  6.43608679e-01  1.26910682e-01 -7.00755822e-01
 -4.54548178e-01  2.23645840e-01 -7.40923369e-01 -4.09617289e-01
  1.08029692e+00  9.59686683e-01 -5.48897582e-01  4.75600624e-01
 -8.44883716e-01  6.08162998e-01  4.07142870e-02 -1.44885276e+00
  3.66381432e-01  1.18294345e+00 -7.41716849e-01  1.03133282e-01
 -7.33953229e-01 -1.10906339e-01 -1.63434163e+00  1.12848873e+00
 -1.10177575e-01 -7.39759487e-02 -8.41521250e-01  7.14650994e-01
 -4.36589473e-01  3.18950568e-01 -7.20218908e-02 -1.88045987e-01
  7.76839172e-01 -4.39242999e-01  3.13758051e-01 -1.11276669e+00
 -3.95635226e-01  1.43856993e+00  1.30835098e-01  3.18088669e-01
  3.46342895e-01 -3.34945354e-01  1.40899695e+00  4.72586476e-01
  1.24559354e+00 -6.47939787e-02  8.55399910e-01 -3.37244517e-01
 -2.80231608e-01 -2.76745986e-01 -2.20113172e-02 -2.36019018e+00
  2.17354533e+00 -2.60706889e-01  9.15631725e-01 -1.92143313e+00
 -1.13535008e+00 -4.71516357e-04  1.69693199e-01 -8.78821030e-02
  5.04862356e-01 -1.36366093e-02  4.64743400e-01 -3.38411764e-01
  1.15009135e+00 -2.66740712e-01  2.41665856e-01  2.35483236e-01
 -4.18213994e-02 -1.04287408e+00]"
